,episode,score
223,223.0,200.69702734574042
224,224.0,199.44748819615762
225,225.0,199.17208071659925
226,226.0,198.64406109969872
227,227.0,198.7902639958158
228,228.0,198.57643052464653
229,229.0,197.8617615399392
230,230.0,196.8209639300043
231,231.0,197.17413514884436
232,232.0,196.78971780185384
233,233.0,196.05156517767915
234,234.0,195.6507667367726
235,235.0,195.49089821854182
236,236.0,194.59163295180585
237,237.0,193.99075296255376
238,238.0,193.41217688358284
239,239.0,193.0787365727029
240,240.0,191.61552155943423
241,241.0,191.05496262557364
242,242.0,190.07256387174118
243,243.0,190.5775333633028
244,244.0,191.44725337231552
245,245.0,191.4389764019791
246,246.0,191.88945378657013
247,247.0,193.06929441869966
248,248.0,193.17992202082456
249,249.0,193.0458158326461
250,250.0,191.7978476288973
251,251.0,192.44208544602003
252,252.0,192.50527860553015
253,253.0,192.53127993617503
254,254.0,191.48442130493234
255,255.0,190.4956436307216
256,256.0,190.1683630148355
257,257.0,189.5498560847355
258,258.0,189.65584683134517
259,259.0,189.5474009469627
260,260.0,189.17103753175425
261,261.0,188.37439905847256
262,262.0,187.64414554578659
263,263.0,187.14738882401164
264,264.0,187.41670169488947
265,265.0,187.16992948437615
266,266.0,186.93620367056207
267,267.0,187.1286564111022
268,268.0,187.1454581157403
269,269.0,187.09502192883008
270,270.0,186.70312353591416
271,271.0,187.07542976490998
272,272.0,186.34646950270752
273,273.0,186.25238005927832
274,274.0,186.0380845315781
275,275.0,185.78484194623204
276,276.0,184.47674066076553
277,277.0,183.14768894467943
278,278.0,183.10555433942136
279,279.0,182.99045565087545
280,280.0,181.89906153491222
281,281.0,180.81304159459657
282,282.0,180.35007943770609
283,283.0,180.94009618859224
284,284.0,179.90660698348285
285,285.0,179.76165883450028
286,286.0,178.85116287933178
287,287.0,178.7305119647471
288,288.0,179.0579052381556
289,289.0,178.08432516548322
290,290.0,177.45871628789962
291,291.0,176.87342718867038
292,292.0,176.7031312463145
293,293.0,175.7592364894837
294,294.0,175.83507243229153
295,295.0,175.5386819709372
296,296.0,175.49515123404035
297,297.0,174.86634995436728
298,298.0,174.6987764017412
299,299.0,175.2833331598256
300,300.0,174.9556145934003
301,301.0,174.1434949245759
302,302.0,173.2460912672821
303,303.0,173.53647136345637
304,304.0,174.24486673282826
305,305.0,174.03048268067107
306,306.0,174.20531560571237
307,307.0,175.12545020005945
308,308.0,174.88360373551598
309,309.0,174.45889059539428
310,310.0,174.02025414294926
311,311.0,172.84896654235826
312,312.0,171.4574692510098
313,313.0,170.52391024918566
314,314.0,169.2714026673509
315,315.0,168.13863149868223
316,316.0,167.8732658374503
317,317.0,167.88196373523553
318,318.0,167.55102467999393
319,319.0,166.58524343345135
320,320.0,166.49152847473226
321,321.0,166.31198487300085
322,322.0,166.27658817873925
323,323.0,165.59029925457628
324,324.0,164.77364516166446
325,325.0,164.90507831138603
326,326.0,165.02365280850736
327,327.0,165.0507230946945
328,328.0,165.48197977558704
329,329.0,164.7534928916268
330,330.0,163.60410672529648
331,331.0,164.57774111498193
332,332.0,164.56043553492748
333,333.0,164.042615704896
334,334.0,163.85272681523162
335,335.0,164.76694766401081
336,336.0,164.98053502686088
337,337.0,164.82972802362474
338,338.0,164.79551051142607
339,339.0,164.3114616250047
340,340.0,164.28982048276197
341,341.0,164.29007505352143
342,342.0,163.89985226397243
343,343.0,163.4202611990906
344,344.0,163.56897866343738
345,345.0,162.19322090421545
346,346.0,161.5300120099683
347,347.0,162.43440064958412
348,348.0,162.22141598407168
349,349.0,162.47836126450022
350,350.0,162.37496741603843
351,351.0,162.00897358042403
352,352.0,161.3968317559774
353,353.0,161.25675533150797
354,354.0,160.4737089869257
355,355.0,160.1654140736131
356,356.0,160.0428001779303
357,357.0,159.69828340445767
358,358.0,158.51424328312913
359,359.0,158.38429826620936
360,360.0,157.48931316495938
361,361.0,156.8123699020983
362,362.0,156.25520564089146
363,363.0,155.74969357324636
364,364.0,155.19506398606543
365,365.0,154.7640091390569
366,366.0,154.8519471084232
367,367.0,154.45779802304972
368,368.0,153.92815360962842
369,369.0,153.62088413876296
370,370.0,152.80021545778206
371,371.0,152.24096034815926
372,372.0,151.7308847682972
373,373.0,151.77532672363975
374,374.0,150.88700251002282
375,375.0,150.01501589391427
376,376.0,148.49735385937254
377,377.0,147.50556061690787
378,378.0,147.03932355609925
379,379.0,146.30108319668827
380,380.0,146.08926822144903
381,381.0,144.92318275855092
382,382.0,145.26027068945365
383,383.0,143.6392749577742
384,384.0,143.71553933124653
385,385.0,143.79949722165432
386,386.0,143.4512394285251
387,387.0,142.91051606568277
388,388.0,143.5381070937392
389,389.0,143.11701406271965
390,390.0,143.07741091124956
391,391.0,143.01028538122443
392,392.0,142.8593832779428
393,393.0,142.28839399972588
394,394.0,141.47411603326574
395,395.0,140.47513768470827
396,396.0,139.42572712065618
397,397.0,139.72278290303848
398,398.0,138.9917039314946
399,399.0,138.897942709765
400,400.0,138.43633649339458
401,401.0,137.53882631640823
402,402.0,137.2759277025022
403,403.0,137.06567485976228
404,404.0,136.29694276414173
405,405.0,135.65304784870307
406,406.0,134.7414223770121
407,407.0,133.59395138156378
408,408.0,133.06129043781328
409,409.0,132.69375177956044
410,410.0,131.91939277735742
411,411.0,131.40890031660942
412,412.0,130.6370054740296
413,413.0,130.48678463612734
414,414.0,130.2093922015962
415,415.0,129.68645494843486
416,416.0,128.98960475388358
417,417.0,128.62206861553068
418,418.0,128.19379006957735
419,419.0,127.946287366351
420,420.0,127.09868224419478
421,421.0,127.00704764032076
422,422.0,127.01448815858517
423,423.0,126.4866845426983
424,424.0,125.82048957998627
425,425.0,125.27895254698744
426,426.0,124.98101617011216
427,427.0,124.2493259645063
428,428.0,123.83741975555864
429,429.0,123.80399875032694
430,430.0,122.77630539344312
431,431.0,122.84141941729389
432,432.0,121.58261502893701
433,433.0,120.91476414788067
434,434.0,120.36536400189638
435,435.0,120.75898806600574
436,436.0,120.4501803408665
437,437.0,119.96517805393236
438,438.0,119.20288876351111
439,439.0,118.50655636704492
440,440.0,118.748654634693
441,441.0,118.620110281741
442,442.0,117.59863476845297
443,443.0,116.95159735270296
444,444.0,116.06864782863951
445,445.0,115.32561143621797
446,446.0,115.04739003116266
447,447.0,114.63286189634105
448,448.0,114.04136686146074
449,449.0,113.80348607072015
450,450.0,113.31245310195673
451,451.0,113.20734747084433
452,452.0,112.81992411778259
453,453.0,112.84307995687092
454,454.0,113.15778446237414
455,455.0,112.33978218893323
456,456.0,111.97251380374821
457,457.0,111.4113112905897
458,458.0,110.8928668310619
459,459.0,110.83318677108235
460,460.0,110.0799782056918
461,461.0,110.04561394567929
462,462.0,109.93083484244812
463,463.0,109.99367763075907
464,464.0,109.7405869907899
465,465.0,108.57111647974924
466,466.0,108.08658689804979
467,467.0,107.06804982633075
468,468.0,106.44738479202496
469,469.0,105.50955732189925
470,470.0,104.28001290864026
471,471.0,103.84481898631913
472,472.0,102.68443141575617
473,473.0,101.61679798410353
474,474.0,101.04021564368361
475,475.0,100.12623433983194
476,476.0,99.16848520463692
477,477.0,97.9770773382489
478,478.0,96.91838290082384
479,479.0,97.15762824322312
480,480.0,96.52842505415589
481,481.0,94.99200385965365
482,482.0,94.39539227597504
483,483.0,93.8392151720048
484,484.0,93.28939586886365
485,485.0,92.870415986364
486,486.0,92.37360877246982
487,487.0,91.7090001189615
488,488.0,90.82959154763286
489,489.0,90.04400489008857
490,490.0,88.85943929040836
491,491.0,88.44680668833263
492,492.0,87.964059676273
493,493.0,87.27515072661282
494,494.0,86.69761702667688
495,495.0,86.13562837771816
496,496.0,85.31970578363452
497,497.0,85.26764874575454
498,498.0,84.74169928849446
499,499.0,84.06054117356291
